book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
5310,13821,13821,1011388,66,60567236,9780060567230.0,"Roger Zelazny, Sönmez Güven",1967.0,Lord of Light,Lord of Light,en-US,4.1,20227,21952,1100,415,1117,3899,6950,9571,https://images.gr-assets.com/books/1330127327m/13821.jpg,https://images.gr-assets.com/books/1330127327s/13821.jpg,0
5312,102461,102461,412217,20,1593070918,9781593070920.0,Mike Mignola,1998.0,Hellboy: The Chained Coffin and Others,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",eng,4.21,16485,16747,236,156,447,2699,5857,7588,https://images.gr-assets.com/books/1486039255m/102461.jpg,https://images.gr-assets.com/books/1486039255s/102461.jpg,0
5318,4006,4006,2260900,90,722533942,9780722533950.0,"Paulo Coelho, Alan R. Clarke",1988.0,As Valkírias,The Valkyries,eng,3.3,14364,16954,777,1099,2817,5768,4426,2844,https://images.gr-assets.com/books/1414013931m/4006.jpg,https://images.gr-assets.com/books/1414013931s/4006.jpg,0
5325,25307,25307,4372,37,812971892,9780812971900.0,Reza Aslan,2005.0,"No god but God: The Origins, Evolution, and Future of Islam","No god but God: The Origins, Evolution and Future of Islam",eng,4.13,15410,16823,1192,570,604,2438,5602,7609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5326,216377,216377,23607,74,679734465,9780679734470.0,Philip K. Dick,1981.0,Valis,"VALIS (VALIS Trilogy, #1)",eng,3.94,17305,18949,1119,464,1201,4014,6574,6696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5335,1774836,1774836,25128382,38,385515995,9780385515990.0,Chitra Banerjee Divakaruni,2008.0,The Palace of Illusions,The Palace of Illusions,en-US,4.11,16304,17930,1834,185,630,2977,7403,6735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5369,612188,612188,848877,71,679723951,9780679723950.0,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961.0,"Erinnerungen, Träume, Gedanken von C.G. Jung","Memories, Dreams, Reflections",eng,4.19,16810,17604,453,373,614,2690,5618,8309,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5387,206731,206731,2899219,73,62508342,9780062508350.0,"Sogyal Rinpoche, Andrew Harvey",1992.0,The Tibetan Book of Living and Dying,The Tibetan Book of Living and Dying,,4.22,17170,18380,491,236,621,2870,5847,8806,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5399,464260,464260,1129041,45,067974472X,9780679744730.0,"James     Baldwin, Kıvanç Güney",1963.0,The Fire Next Time,The Fire Next Time,eng,4.45,19816,21328,1450,105,327,2002,6326,12568,https://images.gr-assets.com/books/1488825618m/464260.jpg,https://images.gr-assets.com/books/1488825618s/464260.jpg,0
5413,228765,228765,221543,5,394719689,9780394719690.0,Frederick Franck,1973.0,Zen of Seeing: Seeing/Drawing as Meditation,Zen of Seeing: Seeing/Drawing as Meditation,,3.92,14748,14803,66,618,1196,3176,3629,6184,https://images.gr-assets.com/books/1403191163m/228765.jpg,https://images.gr-assets.com/books/1403191163s/228765.jpg,0
5429,61886,61886,1129349,49,7133618,9780007133610.0,Lois McMaster Bujold,2000.0,The Curse of Chalion,"The Curse of Chalion (World of the Five Gods, #1)",eng,4.16,21007,24136,1661,318,852,3764,9004,10198,https://images.gr-assets.com/books/1322571773m/61886.jpg,https://images.gr-assets.com/books/1322571773s/61886.jpg,0
5441,19747756,19747756,192659,52,,,"Frank E. Peretti, Ted Dekker",2006.0,House,House,eng,3.6,17813,19793,1463,1187,2431,5115,5507,5553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5448,19661,19661,1435094,41,037570342X,9780375703420.0,Rohinton Mistry,2001.0,Family Matters,Family Matters,eng,3.99,16790,17802,808,141,654,3799,7814,5394,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5472,7187395,7187395,7730315,30,1439187312,9781439187320.0,Richard Paul Evans,2010.0,The Walk,"The Walk (The Walk, #1)",en-US,4.12,16224,17509,2280,275,706,2913,6277,7338,https://images.gr-assets.com/books/1263465492m/7187395.jpg,https://images.gr-assets.com/books/1263465492s/7187395.jpg,0
5480,65684,65684,1416661,27,1595541217,9781595541220.0,Frank E. Peretti,2005.0,Monster,Monster,en-US,3.8,17583,18394,670,511,1606,4722,5733,5822,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5484,23093359,23093359,42643515,15,1632150190,9781632150200.0,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014.0,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",eng,3.9,25138,26372,2925,916,1615,5546,9383,8912,https://images.gr-assets.com/books/1415565992m/23093359.jpg,https://images.gr-assets.com/books/1415565992s/23093359.jpg,0
5487,343614,343614,809477,29,1401917593,9781401917590.0,"Esther Hicks, Jerry Hicks",2006.0,The Law of Attraction: The Basics of the Teachings of Abraham,The Law of Attraction: The Basics of the Teachings of Abraham,,4.15,13358,14176,326,320,617,2433,4075,6731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5524,35488,35488,49239,22,60727535,9780060727540.0,"Johnny Cash, Patrick   Carr",1997.0,Cash: The Autobiography of Johnny Cash,Cash,en-US,4.08,15113,15993,592,243,585,3076,5874,6215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5531,13259270,13259270,18360833,13,1451683405,9781451683400.0,Sam Harris,2012.0,Free Will,Free Will,eng,3.83,15647,16913,1193,615,1206,3887,5979,5226,https://images.gr-assets.com/books/1332196118m/13259270.jpg,https://images.gr-assets.com/books/1332196118s/13259270.jpg,0
5537,5752,5752,9151,36,142003344,9780142003340.0,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,eng,4.07,15647,16429,643,397,803,2781,5801,6647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5571,260791,260791,252777,27,157683932X,9781576839320.0,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,The Pursuit of Holiness,eng,4.28,14574,14915,306,148,345,2131,4793,7498,https://images.gr-assets.com/books/1372784705m/260791.jpg,https://images.gr-assets.com/books/1372784705s/260791.jpg,0
5596,538845,538845,44995,452,781805503,9780781805510.0,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0,Quo vadis?,Quo Vadis,eng,4.13,18466,20371,694,326,966,3527,6522,9030,https://images.gr-assets.com/books/1340709653m/538845.jpg,https://images.gr-assets.com/books/1340709653s/538845.jpg,0
5620,12408149,12408149,17389742,27,62088149,9780062088150.0,Wiley Cash,2012.0,A Land More Kind Than Home,A Land More Kind Than Home,eng,3.84,15318,18146,2751,311,902,4603,7969,4361,https://images.gr-assets.com/books/1332536334m/12408149.jpg,https://images.gr-assets.com/books/1332536334s/12408149.jpg,0
5625,2845287,2845287,3093704,15,1594489998,9781594489990.0,Sarah Vowell,2008.0,The Wordy Shipmates,The Wordy Shipmates,en-US,3.66,17541,18786,2519,470,1568,5652,7337,3759,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5637,159964,159964,154391,259,938077872,9780938077880.0,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0,धर्मपद [Dhammapada],The Dhammapada,eng,4.29,12639,17114,616,213,516,2436,4866,9083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5643,56634,56634,1007543,31,842371516,9780842371510.0,Elisabeth Elliot,1956.0,Through Gates of Splendor,Through Gates of Splendor,en-US,4.38,16487,17062,348,162,337,1951,4938,9674,https://images.gr-assets.com/books/1406510855m/56634.jpg,https://images.gr-assets.com/books/1406510855s/56634.jpg,0
5673,17324,17324,18899,23,1595541209,9781595541210.0,Frank E. Peretti,1999.0,The Visitation,The Visitation,,3.91,16142,17007,386,347,1125,4049,5683,5803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5682,906560,906560,603136,33,515089931,9780515089940.0,Corrie ten Boom,1974.0,Tramp for the Lord,Tramp for the Lord,,4.47,16680,16977,309,117,262,1717,4353,10528,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5690,11256979,11256979,16183684,54,1439192812,9781439192820.0,"Richard Dawkins, Dave McKean",2011.0,The Magic of Reality: How We Know What's Really True,The Magic of Reality: How We Know What's Really True,en-US,4.04,14511,17067,1228,499,790,3094,5908,6776,https://images.gr-assets.com/books/1327883246m/11256979.jpg,https://images.gr-assets.com/books/1327883246s/11256979.jpg,0
5703,316558,316558,2893104,51,1400065593,9781400065590.0,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,3.63,17002,19172,2593,414,1735,6198,6994,3831,https://images.gr-assets.com/books/1320448527m/316558.jpg,https://images.gr-assets.com/books/1320448527s/316558.jpg,0
5711,13547241,13547241,16322595,15,1439187010,9781439187010.0,Deborah Feldman,2012.0,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng,3.67,8516,15963,1855,433,1345,4754,5991,3440,https://images.gr-assets.com/books/1336676500m/13547241.jpg,https://images.gr-assets.com/books/1336676500s/13547241.jpg,0
5716,142080,142080,756454,25,151189781,9780151189790.0,T.S. Eliot,1963.0,Collected Poems 1909-1962,"Collected Poems, 1909-1962",eng,4.29,17192,17768,178,162,483,2510,5491,9122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5717,219919,219919,467637,82,395957753,9780395957750.0,Lloyd C. Douglas,1942.0,The Robe,The Robe,en-US,4.2,18903,19480,950,167,605,3310,6569,8829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5727,49245,49245,48171,37,,9780800717890.0,Willard F. Harley Jr.,1986.0,"Que Necesita El, Que Necesita Ella","His Needs, Her Needs: Building an Affair-Proof Marriage",eng,4.11,15008,15876,532,331,715,2808,5008,7014,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5752,102958,102958,99261,12,1563897156,9781563897150.0,"Garth Ennis, Steve Dillon",2001.0,,"Preacher, Volume 9: Alamo",eng,4.33,17930,18129,289,275,564,2126,5078,10086,https://images.gr-assets.com/books/1309916938m/102958.jpg,https://images.gr-assets.com/books/1309916938s/102958.jpg,0
5754,17961,17961,835372,18,140286802,9780140286810.0,"Jorge Luis Borges, Andrew Hurley",1998.0,Cuentos completos,Collected Fictions,eng,4.58,16474,16747,720,101,216,1050,3853,11527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5777,15888,15888,950198,50,1573227951,9781573227960.0,Iain Pears,1997.0,An Instance of the Fingerpost,An Instance of the Fingerpost,eng,3.93,17604,18797,1088,515,1210,3896,6605,6571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5783,5130,5130,3269256,118,60085495,9780060085490.0,Aldous Huxley,1962.0,Island,Island,eng,3.87,14440,16676,1001,427,1341,3820,5521,5567,https://images.gr-assets.com/books/1375947541m/5130.jpg,https://images.gr-assets.com/books/1375947541s/5130.jpg,0
5798,43255,43255,42692,63,552152161,9780552152170.0,Betty Mahmoody,1987.0,Not Without My Daughter,Not Without My Daughter,eng,4.04,16650,19208,1075,319,843,3725,7250,7071,https://images.gr-assets.com/books/1416296090m/43255.jpg,https://images.gr-assets.com/books/1416296090s/43255.jpg,0
5806,7785194,7785194,10722133,27,1439171211,9781439171220.0,Sam Harris,2010.0,The Moral Landscape: How Science Can Determine Human Values,The Moral Landscape: How Science Can Determine Human Values,en-US,3.9,14300,15256,859,574,923,3055,5551,5153,https://images.gr-assets.com/books/1331317058m/7785194.jpg,https://images.gr-assets.com/books/1331317058s/7785194.jpg,0
5808,3381,3381,919466,31,1582344159,9781582344160.0,Douglas Coupland,2003.0,Hey Nostradamus!,Hey Nostradamus!,eng,3.72,14645,16109,621,309,1152,4904,6137,3607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5812,587666,587666,2117724,75,7235801,9780007235800.0,Paulo Coelho,2000.0,Ser Como o Rio que Flui,Like the Flowing River ,eng,3.93,12708,14623,821,303,882,3391,4983,5064,https://images.gr-assets.com/books/1399717203m/587666.jpg,https://images.gr-assets.com/books/1399717203s/587666.jpg,0
5846,4789801,4789801,4854716,28,1595542884,9781595542880.0,Ted Dekker,2009.0,Green,"Green: The Beginning and the End (The Circle, #0)",eng,4.03,17315,17839,609,533,1162,3296,5085,7763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5852,28815371,28815371,49031394,15,399184511,9780399184510.0,Brit Bennett,2016.0,The Mothers,The Mothers,eng,3.87,19784,22382,2875,243,954,5379,10630,5176,https://images.gr-assets.com/books/1460652458m/28815371.jpg,https://images.gr-assets.com/books/1460652458s/28815371.jpg,0
5853,406373,406373,24158213,951,385031149,9780385031140.0,"Johann Wolfgang von Goethe, Walter Kaufmann",1832.0,Faust. Der Tragödie erster und zweiter Teil,Faust,eng,3.97,15864,20799,831,347,1202,4570,7299,7381,https://images.gr-assets.com/books/1320404568m/406373.jpg,https://images.gr-assets.com/books/1320404568s/406373.jpg,0
5869,15802944,15802944,21526100,12,1451697244,9781451697250.0,Glennon Doyle Melton,2013.0,"Carry On, Warrior: Thoughts on Life Unarmed","Carry On, Warrior: Thoughts on Life Unarmed",eng,4.18,12986,16521,1940,303,633,2471,5449,7665,https://images.gr-assets.com/books/1359054516m/15802944.jpg,https://images.gr-assets.com/books/1359054516s/15802944.jpg,0
5875,11431896,11431896,16365346,14,62026542,9780062026540.0,Rae Carson,2013.0,The Bitter Kingdom,"The Bitter Kingdom (Fire and Thorns, #3)",eng,4.23,24420,26657,2392,305,728,3720,9702,12202,https://images.gr-assets.com/books/1360281470m/11431896.jpg,https://images.gr-assets.com/books/1360281470s/11431896.jpg,0
5879,102957,102957,99260,12,1563894904,9781563894910.0,"Garth Ennis, Steve Dillon, Peter Snejbjerg",1999.0,Preacher: War in the Sun,"Preacher, Volume 6: War in the Sun",eng,4.34,16531,16794,206,239,416,1929,5068,9142,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5882,13529055,13529055,18446960,48,1455502758,9781455502750.0,Christopher Hitchens,2012.0,Mortality,Mortality,eng,4.12,14248,16670,1665,250,545,2700,6595,6580,https://images.gr-assets.com/books/1337177391m/13529055.jpg,https://images.gr-assets.com/books/1337177391s/13529055.jpg,0
5884,30831912,30831912,51396954,38,,,Neil Gaiman,2017.0,Norse Mythology,Norse Mythology,eng,4.12,22266,39250,5731,179,974,6943,17019,14135,https://images.gr-assets.com/books/1473864212m/30831912.jpg,https://images.gr-assets.com/books/1473864212s/30831912.jpg,0
5909,95608,95608,347981,27,842335722,9780842335720.0,Francine Rivers,1999.0,Leota's Garden,Leota's Garden,eng,4.07,15039,15989,657,195,757,3233,5301,6503,https://images.gr-assets.com/books/1406507728m/95608.jpg,https://images.gr-assets.com/books/1406507728s/95608.jpg,0
5915,304,304,313957,243,037576013X,9780375760140.0,"George Eliot, Edmund White",1876.0,Daniel Deronda,Daniel Deronda,eng,3.82,17723,19145,728,543,1361,4705,6835,5701,https://images.gr-assets.com/books/1320432000m/304.jpg,https://images.gr-assets.com/books/1320432000s/304.jpg,0
5919,265205,265205,19119097,183,310919797,9780310919800.0,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992.0,,Life Application Study Bible: NIV,eng,4.67,13614,14774,270,239,207,670,1992,11666,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5931,20563,20563,21503633,390,375759018,9780375759020.0,"George Eliot, Joanna Trollope, Hugh Osborne",1859.0,Adam Bede,Adam Bede,,3.77,17777,19423,659,650,1475,4959,6999,5340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5940,19164,19164,2377265,385,195087453,9780195087450.0,"Dante Alighieri, Robert M. Durling",1320.0,Purgatorio,"Purgatorio (The Divine Comedy, #2)",ita,4.01,13740,17533,511,210,1038,3980,5436,6869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5954,23019294,23019294,42563937,23,62363239,9780062363240.0,Paul Tremblay,2015.0,A Head Full of Ghosts,A Head Full of Ghosts,eng,3.82,14101,17843,2933,368,1140,4479,7161,4695,https://images.gr-assets.com/books/1415678368m/23019294.jpg,https://images.gr-assets.com/books/1415678368s/23019294.jpg,0
5968,53834,53834,1370865,39,031021923X,9780310219230.0,Philip Yancey,1995.0,The Jesus I Never Knew,The Jesus I Never Knew,en-US,4.18,14955,15917,488,196,514,2531,5597,7079,https://images.gr-assets.com/books/1328995519m/53834.jpg,https://images.gr-assets.com/books/1328995519s/53834.jpg,0
5975,7202829,7202829,7897971,40,61784788,9780061784780.0,James Rollins,2010.0,The Devil Colony,"The Devil Colony (Sigma Force, #7)",eng,4.17,16101,18589,1026,120,454,3020,7510,7485,https://images.gr-assets.com/books/1264522557m/7202829.jpg,https://images.gr-assets.com/books/1264522557s/7202829.jpg,0
5983,28859,28859,2338253,119,186046095X,9781860460950.0,José Saramago,1991.0,O Evangelho segundo Jesus Cristo,The Gospel According to Jesus Christ,eng,4.26,11301,16608,953,190,489,2289,5408,8232,https://images.gr-assets.com/books/1328196306m/28859.jpg,https://images.gr-assets.com/books/1328196306s/28859.jpg,0
6018,92250,92250,576784,8,1559360615,9781559360620.0,Tony Kushner,1992.0,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),"Angels in America, Part One: Millennium Approaches",en-US,4.27,16814,16949,275,331,612,2188,4892,8926,https://images.gr-assets.com/books/1354209439m/92250.jpg,https://images.gr-assets.com/books/1354209439s/92250.jpg,0
6030,785454,785454,105288,31,802132219,9780802132220.0,Khushwant Singh,1956.0,Train to Pakistan,Train to Pakistan,en-US,3.85,12439,14099,847,140,608,3749,6376,3226,https://images.gr-assets.com/books/1342220976m/785454.jpg,https://images.gr-assets.com/books/1342220976s/785454.jpg,0
6032,1963638,1963638,1966734,40,1572245379,9781572245370.0,Michael A. Singer,2007.0,The Untethered Soul,The Untethered Soul: The Journey Beyond Yourself,,4.27,14688,17543,1600,317,691,2199,5073,9263,https://images.gr-assets.com/books/1354898395m/1963638.jpg,https://images.gr-assets.com/books/1354898395s/1963638.jpg,0
6062,18774981,18774981,26680075,30,1451636016,9781451636020.0,Sam Harris,2014.0,Waking Up: A Guide to Spirituality Without Religion,Waking Up: A Guide to Spirituality Without Religion,eng,3.87,13778,15579,1113,594,980,3277,5691,5037,https://images.gr-assets.com/books/1415677308m/18774981.jpg,https://images.gr-assets.com/books/1415677308s/18774981.jpg,0
6065,4005310,4005310,4051626,34,670020532,9780670020540.0,Jerry A. Coyne,2008.0,Why Evolution Is True,Why Evolution Is True,,4.15,14637,15439,699,338,647,2387,5030,7037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6142,97862,97862,2226182,12,310247527,25986247522.0,Karen Kingsbury,2003.0,One Tuesday Morning,"One Tuesday Morning (9/11, #1)",eng,4.41,14904,15249,571,148,344,1663,4063,9031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6156,472025,472025,1043242,68,671203231,9780671203240.0,"Bertrand Russell, Paul  Edwards",1927.0,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,eng,4.03,13678,14962,506,349,700,2710,5627,5576,https://images.gr-assets.com/books/1347925703m/472025.jpg,https://images.gr-assets.com/books/1347925703s/472025.jpg,0
6166,534289,534289,521797,140,069109750X,9780691097500.0,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",-750.0,易 [Yì],The I Ching or Book of Changes,eng,4.18,12781,14700,275,178,599,2649,4230,7044,https://images.gr-assets.com/books/1406503668m/534289.jpg,https://images.gr-assets.com/books/1406503668s/534289.jpg,0
6199,11045709,11045709,15966434,29,1565126297,9781565126300.0,Hillary Jordan,2011.0,When She Woke,When She Woke,eng,3.67,19553,21537,3869,528,1771,6346,8527,4365,https://images.gr-assets.com/books/1358274814m/11045709.jpg,https://images.gr-assets.com/books/1358274814s/11045709.jpg,0
6202,1566053,1566053,1558637,18,306816083,9780306816090.0,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",2007.0,The Portable Atheist: Essential Readings for the Non-believer,The Portable Atheist: Essential Readings for the Nonbeliever,eng,4.02,14209,14798,433,435,630,2727,5368,5638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6204,10238,10238,1637223,63,1570625190,9781570625190.0,Fritjof Capra,1975.0,The Tao of Physics: An Exploration of the Parallels Between Modern Physics and Eastern Mysticism,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,eng,3.96,12576,13762,425,318,750,2973,4794,4927,https://images.gr-assets.com/books/1327908532m/10238.jpg,https://images.gr-assets.com/books/1327908532s/10238.jpg,0
6215,10314376,10314376,14511050,134,547577532,9780547577530.0,"Umberto Eco, Richard Dixon",2010.0,Il cimitero di Praga,The Prague Cemetery,en-US,3.39,11974,17356,1928,1072,2393,5424,5584,2883,https://images.gr-assets.com/books/1327902035m/10314376.jpg,https://images.gr-assets.com/books/1327902035s/10314376.jpg,0
6222,8139321,8139321,12935753,18,310266289,9780310266280.0,Karen Kingsbury,2011.0,Leaving,"Leaving (Bailey Flanigan, #1)",en-US,4.22,13616,14364,476,325,592,2073,3937,7437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6240,15018,15018,13649393,38,1571741038,9781571741040.0,Neale Donald Walsch,1996.0,"Conversations with God, an uncommon dialogue, book 3","Conversations With God: An Uncommon Dialogue, Book 3",eng,4.18,12301,12866,163,316,573,2069,3394,6514,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6250,23929479,23929479,43535062,82,2081354802,9782081354810.0,Michel Houellebecq,2015.0,Soumission,Soumission,fre,3.63,6967,17428,1925,478,1533,5171,7085,3161,https://images.gr-assets.com/books/1421431410m/23929479.jpg,https://images.gr-assets.com/books/1421431410s/23929479.jpg,0
6253,24709327,24709327,44329910,20,9385152149,9789385152150.0,Amish Tripathi,2015.0,,"Scion of Ikshvaku (RamChandra, #1)",eng,3.69,12458,16762,1379,443,1413,4974,6029,3903,https://images.gr-assets.com/books/1428418378m/24709327.jpg,https://images.gr-assets.com/books/1428418378s/24709327.jpg,0
6316,18304,18304,430063,423,1421270536,9781421270530.0,"Friedrich Nietzsche, H.L. Mencken",1888.0,Der Antichrist,The Anti-Christ,eng,3.91,10332,14903,611,309,906,3407,5414,4867,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
