record number,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
226,0.00173715,0.00295655,0.38404096,0.01153256,0.49216271,0.52557238,0.52952428,0.0199915,0.49744356,0.26363155
227,0.00426919,0.00042991,0.20535524,0.00022136,0.49160692,0.52534921,0.51271604,0.01973734,0.49745405,0.17537812
228,0.00061556,0.00078781,0.51152123,0.0067988,0.48082962,0.51483024,0.50425479,0.01996717,0.49750805,0.32309023
229,0.00435838,0.00134215,0.49775976,0.00780239,0.49631199,0.51692502,0.51687277,0.02006495,0.49780579,0.21177895
230,0.00813609,0.00026476,0.43994026,8.03E-05,0.4944799,0.5246727,0.50769079,0.01634141,0.49830907,0.11347534
231,0.00443496,0.00514331,0.32206102,0.00812068,0.48989669,0.53912085,0.50704223,0.02030403,0.49834316,0.15392828
232,0.00059811,0.00150919,0.47685086,0.01026501,0.496337,0.50565773,0.50409102,0.02023871,0.49836983,0.1514484
233,0.00644159,0.00073218,0.31384681,0.00052048,0.49947656,0.51073456,0.47856615,0.00727397,0.49839979,0.09252437
234,0.0012001,0.01383237,0.04064434,0.00920451,0.47792142,0.50022474,0.49948528,0.04255334,0.49870172,0.17167526
235,0.00595884,0.00270671,0.19991466,0.00230127,0.49732289,0.51937178,0.50863576,0.01023682,0.49902198,0.15616272
236,0.00338802,0.00127914,0.42340516,0.00081897,0.4991813,0.51087874,0.48970919,0.01133466,0.49931374,0.07108387
237,0.01413273,0.00235347,0.23639855,0.00041104,0.49795765,0.5276243,0.50747794,0.01919643,0.4993726,0.17677493
238,0.01227732,0.04015474,0.20002134,0.10494417,0.48326479,0.52944397,0.51348591,0.01098033,0.49947771,0.19916168
239,0.03657992,0.00478682,0.41625773,0.00059309,0.49960648,0.52229808,0.54133712,0.00473377,0.49959671,0.24029583
240,0.00622833,0.01063788,0.28216343,0.05707094,0.49035092,0.47651579,0.49552958,0.09681354,0.49961078,0.21800135
241,6.36E-05,0.00030592,0.46778323,6.10E-06,0.49925588,0.52474628,0.5076929,0.03928973,0.49971733,0.14456113
242,0.00677409,0.00661992,0.19991466,0.00119255,0.49976567,0.51801452,0.52791304,0.00550092,0.49977872,0.15222701
243,0.00242444,0.00855353,0.69810113,0.14489458,0.4999532,0.53419958,0.54544655,0.01451595,0.4999674,0.17624608
244,0.00072995,0.00027549,0.28685727,3.45E-05,0.52906076,0.26323908,0,0.00030701,0.5,0.07965177
245,0.00013475,0.0003446,0.61094517,0.00088528,0.52906076,0.38917379,0.29133787,0.07992251,0.5,0.0673472
246,0.00387077,0.0002677,0.19927459,0.02794182,0.52906076,0.50353762,0.52685479,0.00012003,0.5,0.14032498
247,0.00081041,0.00911523,0.27128227,0.00024388,0.52906076,0.52970995,0.55653145,0.00190076,0.5,0.47128895
248,0.01017181,0.00117039,0.47055686,0.00014558,0.52906076,0.5674158,0.66276071,0.00041299,0.5,0.64114602
249,0.00190776,0.00158229,0.23629187,9.53E-05,0.5000059,0.55904084,0.85687337,0.00679969,0.50002255,0.11780251
250,0.00163245,0.00042571,0.29805846,0.00032408,0.50036991,0.52983168,0.52383337,0.0416014,0.50012743,0.17943129
251,0.00274531,0.00022251,0.2269042,0.00047368,0.50049571,0.5532967,0.53311139,0.04284309,0.50019315,0.06646645
252,0.00071735,0.00036822,0.52144229,0.00158985,0.5000746,0.50828029,0.51371134,0.01497398,0.5002139,0.08158666
253,0.00166056,0.02037634,0.31256667,0.12615351,0.50345059,0.57972127,0.52143879,0.00332364,0.50038826,0.10930694
254,0.00084822,0.0002101,0.78856411,2.93E-08,0.50314928,0.51561164,0.50240124,0.05200211,0.50038829,0.1349071
255,0.00156363,0.00281334,0.45988906,0.01483246,0.5007543,0.53926852,0.57257979,0.02501194,0.50048342,0.13831004
256,0.0016625,0.00047582,0.37497333,0.00059335,0.50522621,0.57475698,0.5226578,0.03100043,0.50050903,0.20005265
257,0.00107505,0.0004394,0.36323875,0.0002524,0.50216034,0.57000621,0.53434445,0.0987593,0.50055106,0.09041799
258,0.00040036,0.00060062,0.20556859,7.65E-05,0.50885073,0.56023364,0.50589638,0.23491391,0.5005618,0.14273431
259,0.00038291,0.00147835,0.39374867,0.00253475,0.50812775,0.54236838,0.50735298,0.52066025,0.50059533,0.08053341
260,0.00292562,0.00270779,0.20087476,0.00870971,0.50161551,0.52937392,0.52708578,0.01036942,0.5006478,0.31488002
261,0.00102755,0.00243563,0.42745893,0.01963467,0.50138279,0.54184391,0.54305822,0.02395615,0.50087369,0.10829069
262,0.01595131,0.02043637,0.49061233,0.30821962,0.50380149,0.52707946,0.52642193,0.00915536,0.50094963,0.19314206
263,0.00442429,0.00303501,0.03989759,0.00620981,0.52161812,0.57765593,0.49775494,0.11705897,0.50097937,0.19601041
264,0.01278819,0.00394497,0.40516322,0.00376882,0.50153199,0.53246448,0.54417418,0.00833012,0.50100387,0.64295238
265,0.01925596,0.00918879,0.42361852,0.06345147,0.50151524,0.51410498,0.5038339,0.00746462,0.50112416,0.10367698
266,6.30E-05,0.00089703,0.27458929,3.01E-06,0.50083949,0.50099958,0.50101708,0.00789057,0.50115809,0.12828753
267,0.00057582,0.00093544,0.35065074,0.00109464,0.50635284,0.53081516,0.51737974,0.21849636,0.50120308,0.11423202
268,0.00200761,0.00918819,0.4159377,0.01314128,0.50343037,0.52657663,0.54354614,0.00825496,0.50144331,0.18688839
269,0.00112837,0.00174653,0.46554299,0.01327605,0.50501369,0.52853537,0.50060536,0.01879202,0.50148927,0.17164751
270,0.00051959,0.00029249,0.19991466,4.67E-05,0.51551852,0.53867439,0.51009905,0.01564047,0.50150544,0.13847966
271,0.00217046,0.00035754,0.21111585,0.00180999,0.51423901,0.54162939,0.50908735,0.01267426,0.50150696,0.16341449
272,0.0007697,0.00435521,0.04299125,0.00225486,0.5026111,0.52609011,0.50709122,0.04800181,0.50151473,0.18273636
273,0.00137556,0.00122834,0.3581182,0.02794182,0.50212646,0.51755724,0.51439624,0.00067422,0.50152959,0.60444018
274,0.00531032,0.00059639,0.3994026,0.00107389,0.50691553,0.55703224,0.53753101,0.05922463,0.50163104,0.07088711
275,0.01461161,0.00036911,0.33230211,5.56E-05,0.501816,0.51566091,0.52581592,0.00904429,0.5016931,0.12937506
276,0.00415965,0.00389842,0.53968423,0.00499497,0.50833557,0.52898966,0.52801462,0.05587396,0.50174616,0.12769231
277,0.00407338,0.00096367,0.64657564,0.00198062,0.50696507,0.55550873,0.54447239,0.00266404,0.50181623,0.17172027
278,0.00041975,0.00085853,0.33731598,0.00020622,0.5019205,0.52229198,0.53645651,0.01029354,0.50191035,0.10397257
279,0.01380992,0.00204501,0.35342437,0.00327015,0.50416023,0.59386978,0.53760609,0.0039358,0.5019864,0.07608421
280,0.00012214,0.0004427,0.55323235,0.00135693,0.50173264,0.52997832,0.56987063,0.01156883,0.50201563,0.12819711
281,0.00028403,0.00057495,0.78760401,0.00224204,0.50111572,0.50937386,0.50928426,0.00657942,0.50214437,0.06909124
282,0.00441266,0.00173228,0.42863239,0.01929674,0.51063012,0.53210686,0.51875955,0.03479318,0.50216987,0.2393324
283,0.00148801,0.0463726,0.64774909,0.09868996,0.50500674,0.54473557,0.56928605,0.0181488,0.5021734,0.15238669
284,0.01003512,0.00189011,0.28749733,0.01219885,0.50434401,0.51064756,0.50078425,0.00309502,0.50224956,0.22856431
285,0.00092577,0.00087679,0.42159164,0.00116246,0.50760893,0.53294908,0.52177547,0.02471602,0.50227053,0.06934852
286,0.00160628,0.01027385,0.78408364,0.09312273,0.50706246,0.55922019,0.53632739,0.02274726,0.50228953,0.14321393
287,0.00040133,0.0007631,0.49306593,0.00151545,0.52039239,0.53423246,0.50583558,0.07133654,0.50229714,0.10832491
288,0.01001283,0.00081086,0.30477918,0.00254129,0.50823179,0.55274012,0.53239307,0.01207858,0.50230128,0.11093132
289,0.00049439,0.00047989,0.23255814,0.00067154,0.50717559,0.50940112,0.49548534,0.02404037,0.50232422,0.12933681
290,0.00213363,0.00070005,0.22434393,0.00650208,0.53038075,0.59479092,0.51081629,0.11090118,0.50237182,0.24323654
291,0.00459878,0.00090387,0.52506934,0.0005839,0.51366219,0.54586572,0.51754712,0.03476884,0.50252984,0.34016861
292,0.00418582,0.00054961,0.34414338,0.00129625,0.58033611,0.58029775,0.50850275,0.1036986,0.50254327,0.23425935
293,0.0054218,0.00085107,0.20140815,0.00018582,0.50731007,0.53280644,0.50088312,0.02878352,0.50256055,0.10716736
294,0.00036158,0.00069429,0.4106038,0.00053811,0.5256833,0.54455761,0.50622314,0.17294528,0.50259523,0.09868282
295,0.00137847,0.00025519,0.45978238,0.00031999,0.50309059,0.54618456,0.58224052,0.01071673,0.50262395,0.11176518
296,0.00041199,0.0021429,0.63153403,0.00733334,0.50366069,0.51451005,0.51194339,0.00453634,0.50267073,0.06910819
297,0.0013775,0.00021619,0.40270962,0.00061745,0.52300422,0.55673792,0.52007548,0.03384853,0.50268343,0.02201538
298,0.00138526,0.00068235,0.20599531,0.00217113,0.50291043,0.51535592,0.49501637,0.0187115,0.50271218,0.1250473
299,0.00368562,0.00074196,0.30520589,0.00136271,0.50638674,0.54094664,0.52782611,0.01717222,0.50271277,0.0845863
300,0.00099266,0.00178543,0.28568381,0.00499916,0.50467507,0.53848106,0.5256383,0.01429826,0.50273949,0.09942683
301,0.00088505,0.00020445,0.39417538,0.00012561,0.51973915,0.55615888,0.53525562,0.07605142,0.50302566,0.10995931
302,0.00135327,0.00066329,0.38137401,0.00198022,0.5298076,0.55832344,0.51845746,0.05706184,0.50307739,0.20920023
303,0.00023556,0.000125,0.44954128,2.12E-06,0.50662568,0.54649188,0.54367631,0.07844879,0.50308344,0.03817382
304,0.00074934,0.00053,0.20514188,0.00026463,0.51030165,0.51044075,0.50301028,0.0038337,0.5031503,0.02854162
305,0.00292368,0.0005537,0.36953275,0.00054285,0.51828646,0.54888618,0.53184465,0.05324104,0.50322608,0.16517943
306,0.00054964,0.00255123,0.28355025,5.53E-05,0.51419143,0.52367096,0.51102981,0.00950123,0.50327121,0.19065883
307,0.01035502,0.00176784,0.29891188,0.00373673,0.5238908,0.54781174,0.51459092,0.0218065,0.5033276,0.55347309
308,0.0090415,0.10545368,0.45476851,0.47307879,0.55319676,0.53599273,0.50367637,0.05057409,0.50342904,0.22141255
309,0.00305842,0.00048352,0.21858332,0.00061311,0.51416401,0.54398648,0.52027595,0.03419615,0.50365682,0.12275592
310,0.00056515,0.0006964,0.91903136,0.00522546,0.5090389,0.54023362,0.51030366,0.00922115,0.50381339,0.20202706
311,0.0008298,0.00030347,0.2040751,0.00018342,0.52035742,0.57961971,0.54271404,0.01776109,0.50386295,0.08081285
312,0.00038194,0.00026987,0.2065287,4.38E-05,0.50495978,0.51706305,0.50616466,0.02405705,0.50388832,0.123658
313,0.0038921,0.00081713,0.36035844,0.00389106,0.52416361,0.54542923,0.5164177,0.00795507,0.50390655,0.19399082
314,0.00140755,0.00040549,0.19991466,0.00048297,0.52851576,0.53542326,0.50780903,0.01102742,0.50396746,0.19150904
315,0.00543925,0.01097428,0.51728184,0.01474308,0.52389397,0.55556254,0.52737403,0.03125146,0.50397631,0.20255405
316,0.00095097,0.00107175,0.27352251,0.00245028,0.508329,0.52444119,0.50764161,0.0135445,0.50402181,0.14178269
317,0.00132031,0.00213767,0.23533177,0.00212753,0.50655446,0.53407765,0.54747236,0.03436767,0.50408355,0.20592811
318,0.00018709,0.00030888,0.50394709,0.0005239,0.50360866,0.52827579,0.61306616,0.02181027,0.50410297,0.08310239
319,0.00670818,0.37412101,0.37828035,0.35746245,0.52752709,0.53195276,0.5044041,0.02960964,0.50418172,0.21378286
320,0.00330271,0.0083834,0.23554513,0.01403167,0.50305395,0.51624284,0.53245643,0.00088435,0.50418251,0.3609012
321,0.0390189,0.00576024,0.21218263,0.00049397,0.53045506,0.55194592,0.51722578,0.01509289,0.50423005,0.17018875
322,0.00491771,0.0008062,0.20236825,0.00120326,0.5103191,0.55523211,0.55029899,0.01165343,0.50427112,0.13439727
323,0.02981552,0.03040646,0.38756134,0.02006478,0.50482798,0.52343608,0.54670728,0.00280863,0.50427561,0.26169962
324,0.00175266,0.00151734,0.56347344,0.0034439,0.50392446,0.51150848,0.49680869,0.00553256,0.50432916,0.08690836
325,0.00114679,0.00064888,0.20172818,6.72E-05,0.53675976,0.56479576,0.51562598,0.01964535,0.50446619,0.14593095
326,0.00042168,0.0008001,0.44964796,0.00193655,0.5143449,0.5370253,0.513114,0.01812341,0.50449206,0.11956406
327,0.00237307,0.00195494,0.19991466,0.0042589,0.51158162,0.54756073,0.54780245,0.04206442,0.50449907,0.12344734
328,0.00236725,0.00096687,0.30840623,0.00176457,0.51270494,0.52672021,0.52074263,0.05388821,0.50450314,0.1234737
329,0.002787,0.00822568,0.45743546,0.00970913,0.53082439,0.59279211,0.52892269,0.02528475,0.50458915,0.12796364
330,0.0116637,0.00233931,0.19991466,0.02794182,0.51562401,0.54868599,0.5132266,0.01704546,0.50461425,0.10410808
331,0.0091617,0.00146644,0.40142949,0.00313288,0.52163095,0.54718593,0.5193277,0.02874508,0.50461924,0.19964659
332,0.00162664,0.00186435,0.20002134,0.0024281,0.51191318,0.5240093,0.50535551,0.00709205,0.50462419,0.11231633
333,0.00118556,0.00089741,0.20930233,0.0045936,0.52008714,0.54072591,0.51854696,0.05217621,0.50473065,0.08620837
334,0.00013184,0.00056987,0.25272029,0.00022134,0.54286368,0.53630404,0.51277582,0.11130132,0.50473405,0.16287548
335,0.00565833,0.00541242,0.28419031,0.00074742,0.54195752,0.57682585,0.51937463,0.0204146,0.50474517,0.09512534
336,0.00055449,0.00017767,0.7390655,0.0001642,0.50395415,0.51641779,0.50766316,0.02585953,0.50477785,0.06763754
337,0.00152873,0.00465736,0.56262001,0.00674712,0.51434654,0.53911724,0.52400495,0.04453056,0.5047944,0.09160485
338,0.01187987,0.00523496,0.3790271,0.00244689,0.53447333,0.5897901,0.52269683,0.02400334,0.50479904,0.16225839
339,0.00251363,0.0003524,0.33603584,0.02794182,0.51593644,0.56894171,0.54575565,0.0023096,0.50485001,0.11488175
340,0.00066694,0.00071168,0.21452955,6.45E-05,0.53611916,0.54935466,0.51532085,0.05802141,0.50487981,0.11085106
341,0.00046434,0.00074869,0.19991466,0.00068487,0.51056144,0.51690941,0.50403897,0.01330294,0.50488283,0.18139464
342,0.00010702,0.00076551,0.57798165,0.00100054,0.54603041,0.59546269,0.51810101,0.03093669,0.50497639,0.07508164
343,0.0004401,0.00049384,0.38670792,0.00094735,0.53713962,0.54816161,0.5162293,0.00840761,0.50506987,0.12359979
344,0.00153067,0.00026472,0.53584382,0.0022775,0.53319617,0.56248209,0.51213679,0.05166874,0.50509371,0.08944199
345,0.00045174,0.00035616,0.34051632,0.0008104,0.53150471,0.56345029,0.53323878,0.05616666,0.50522608,0.11918888
346,0.00110414,0.00141465,0.38830809,0.00464442,0.51302847,0.55215378,0.53927118,0.02286161,0.50523369,0.0899638
347,0.02286596,0.01225067,0.73053126,0.04143522,0.51920865,0.54065649,0.52656859,0.00292962,0.50525685,0.20009952
348,0.00277439,0.00086746,0.41583102,0.00137984,0.50782553,0.51582748,0.50386422,0.00468513,0.50525915,0.12139811
349,0.00119914,0.00117186,0.2006614,0.00011466,0.55794801,0.56751543,0.51433985,0.053256,0.50526158,0.1071244
350,0.00042944,0.00020059,0.36793258,0.00026073,0.51911614,0.54534032,0.5085306,0.01663556,0.50530021,0.09271512
351,9.40E-05,0.00030672,0.2137828,0.00209847,0.53375868,0.55363169,0.51494186,0.29754912,0.50530945,0.02337826
352,0.0003073,0.00090069,0.50917431,0.02794182,0.5267252,0.57392852,0.53152393,0.00563784,0.50540245,0.10359617
353,0.00128929,0.00022874,0.26360145,0.00048781,0.6071756,0.5439576,0.50441352,0.18154,0.50543696,0.11257563
354,0.00327848,0.00110943,0.19991466,0.00037829,0.54356451,0.57262289,0.51160919,0.14530521,0.50544511,0.09482684
355,0.00051087,9.85E-05,0.52613612,2.51E-06,0.51414436,0.52782204,0.51188287,0.02035822,0.50545882,0.01664475
356,0.00198046,0.00024536,0.65222957,0.00309976,0.5055429,0.52871071,0.54653229,0.04379207,0.50548502,0.10683891
357,0.00515618,0.00071088,0.52208236,0.0013663,0.59112184,0.57923228,0.52497787,0.01912741,0.50551425,0.19935295
358,0.00113903,0.00131863,0.6724984,0.00496991,0.5021917,0.5040907,0.50144364,0.00444119,0.50552597,0.16740468
359,0.00553715,0.00313147,0.40249627,0.00080515,0.52369307,0.55202793,0.53418015,0.04853533,0.50556879,0.11977166
360,0.00164796,0.00049855,0.59483678,0.00153127,0.50583749,0.51045183,0.48359596,0.00296241,0.50559182,0.19872859
361,0.00387077,0.01476965,0.65212289,0.00408934,0.51107855,0.53708601,0.5019115,0.00393391,0.5056086,0.1655604
362,0.01172089,0.00063258,0.21591636,4.81E-05,0.55915325,0.55680919,0.52809125,0.053235,0.50564966,0.12735037
363,0.00043526,0.00077643,0.20194154,0.00037909,0.52402662,0.55764803,0.51299505,0.0231617,0.50567393,0.11467626
364,0.00365266,0.01585987,0.20268829,0.00641209,0.52486864,0.5487682,0.51833157,0.00860863,0.50567605,0.09935875
365,0.00228097,0.00059163,0.3634521,0.00071365,0.52579773,0.56445001,0.51575486,0.03571286,0.50571088,0.18083743
366,0.00176914,0.00057131,0.39353531,0.00488534,0.50973764,0.5254122,0.51721098,0.02458801,0.5058579,0.16653789
367,0.00167317,0.00096723,0.2293578,0.00258799,0.51920941,0.55434463,0.51361369,0.01017539,0.50588046,0.13612141
368,0.00422848,0.00028275,0.21559633,6.98E-05,0.52043479,0.53422794,0.51743454,0.01619435,0.50590439,0.13162332
369,0.00106148,0.00036934,0.20588863,0.00027758,0.59345949,0.56128097,0.51161155,0.04439762,0.50592267,0.13551551
370,0.00018515,0.00051813,0.69831449,0.00408478,0.50338899,0.52096791,0.56097717,0.05478454,0.50596824,0.08091537
371,0.00185347,0.0085191,0.912524,0.00595947,0.58603189,0.58736304,0.51041667,0.0910823,0.50599195,0.10800296
372,0.00591037,0.00098024,0.53018989,0.00059171,0.53153005,0.58581991,0.52462315,0.01977369,0.50607134,0.11004001
373,0.00119041,0.00859387,0.63324088,0.06929384,0.52307626,0.53830121,0.50781302,0.0400759,0.50614281,0.12367376
374,0.05664434,0.00410651,0.45455515,0.00176219,0.54995059,0.57004348,0.53169453,0.00970041,0.50620691,0.17361038
375,0.01360344,0.00358902,0.31470024,0.00236244,0.50662822,0.50195508,0.49584251,0.00711361,0.50624281,0.1190334
376,0.00736251,0.01285115,0.20300832,0.00069299,0.5923028,0.5732212,0.51777684,0.00557993,0.50630735,0.18121583
377,0.00118459,0.00025744,0.47759761,0.00034638,0.51664702,0.52602038,0.5332546,0.04508943,0.50642197,0.09596706
378,0.00086663,0.00048605,0.33166204,0.00018374,0.51005275,0.4893005,0.47896982,0.02157088,0.50643489,0.21089407
379,0.0097792,0.03313768,0.42479198,0.04003432,0.60728957,0.59250695,0.51193184,0.03747477,0.50648903,0.09246135
380,0.00032281,0.00176631,0.44612759,0.00303962,0.51752734,0.52709164,0.52489193,0.16192181,0.50653224,0.11616939
381,0.00706976,0.00056391,0.20098144,7.30E-05,0.50031465,0.52213026,0.39978695,0.00190021,0.50669221,0.13967809
382,0.00807695,0.00135087,0.49306593,0.00398105,0.52925214,0.53927605,0.50449382,0.00614671,0.50669271,0.13729481
383,0.0042973,0.00475024,0.35097077,0.00254649,0.54822877,0.59413899,0.51313866,0.0136789,0.50673318,0.2763767
384,0.01723962,0.00457522,0.5743546,0.01276005,0.57519813,0.5847956,0.51198606,0.01109045,0.50674155,0.21480016
385,0.00143567,0.00051785,0.36398549,0.00021269,0.51101445,0.53193411,0.5320892,0.01330345,0.50677063,0.06882891
386,5.43E-05,0.00011964,0.55323235,0.00063901,0.53739961,0.532788,0.52218524,1,0.50677379,0.01570156
387,0.00125633,0.00023764,0.33774269,0.00079022,0.50792583,0.53288161,0.52830014,0.00182084,0.50680709,0.09799428
388,0.00114194,0.00030855,0.25154683,0.0003738,0.51452932,0.54140221,0.52826557,0.02368899,0.50682672,0.13092524
389,0.00118556,0.00160726,0.64924259,0.01576918,0.51955742,0.54055764,0.54497493,0.17432466,0.5069018,0.19934035
390,0.00177592,0.00966407,0.67036484,0.13648828,0.52008598,0.54573455,0.54353051,0.01562712,0.50704412,0.1685511
391,0.00068827,0.00142172,0.47663751,0.00256476,0.52283769,0.56241799,0.5336305,0.03008283,0.50706483,0.19450936
392,6.20E-05,0.00107216,0.61286537,0.00463101,0.53193251,0.5674158,0.57550948,0.36480708,0.50722331,0.06573143
393,0.01593289,0.00169409,0.21516962,0.00226182,0.54674973,0.54277938,0.51012962,0.01643248,0.50723376,0.24878236
394,0.00311368,0.00059943,0.20599531,0.00100619,0.52743489,0.55622129,0.52585434,0.01859069,0.50726058,0.10119504
395,0.01109369,0.00092394,0.43279283,0.0002624,0.51476505,0.53483937,0.53856022,0.01015709,0.50726884,0.19912283
396,0.00076388,0.0005899,0.21943674,0.00271689,0.53176608,0.53695282,0.5130707,0.02036759,0.50728128,0.17655929
397,0.0023275,0.00092022,0.47674419,0.00394127,0.53009894,0.57190102,0.53742942,0.01575962,0.50741885,0.1002541
398,0.05804899,0.01346175,0.19991466,0.00060724,0.56990827,0.58918249,0.52108872,0.02069824,0.50742656,0.20220642
399,0.00131546,0.00048142,0.30776616,0.00050351,0.51994247,0.54810783,0.55011159,0.11873369,0.50744683,0.1326481
400,0.00090056,0.00120728,0.18818007,5.12E-06,0.51710838,0.52587862,0.50852095,0.01115079,0.50744829,0.32903199
401,0.02299877,0.00316058,0.19991466,0.00063482,0.54000375,0.56721561,0.52422886,0.01532474,0.50753837,0.14844433
402,0.00097424,0.0013185,0.19991466,0.00037027,0.53018914,0.5362707,0.52529994,0.04760274,0.50758498,0.14588261
403,0.0112391,0.0152924,0.28963089,0.02794182,0.5579727,0.56246675,0.52293332,0.00065891,0.50762111,1
404,0.00345878,0.00314208,0.30264562,0.00338029,0.52086864,0.54236567,0.51754916,0.02125278,0.50769286,0.14903945
405,0.00437098,0.00441505,0.45519522,0.00495264,0.52026135,0.53793634,0.52216992,0.02117918,0.50776938,0.19109055
406,0.00218404,0.00527175,0.41604438,0.00916558,0.50459783,0.51670157,0.50524642,0.00200609,0.50778657,0.09697136
407,0.00240603,0.00165936,0.20012801,0.00019403,0.51040983,0.52026975,0.52439247,0.00762838,0.50791714,0.3465444
408,0.01396503,0.0012301,0.29219117,0.00106367,0.56116245,0.57492511,0.5194862,0.01141275,0.50793077,0.23603943
409,0.0002311,0.00018781,0.47205035,4.84E-05,0.58391788,0.55659716,0.52602106,0.22665267,0.50799276,0.09193893
410,0.00361873,0.00101957,0.64924259,0.00200705,0.52531213,0.54242534,0.52865643,0.02792808,0.50800706,0.12101626
411,0.00260863,0.00231911,0.47311713,0.00412297,0.55652313,0.61001103,0.54169981,0.02126264,0.50808048,0.15395163
412,0.01415406,0.00203395,0.53648389,0.00134594,0.5206631,0.54292792,0.52964394,0.01216053,0.50812765,0.44441861
413,0.00396771,0.00152824,0.41967143,6.05E-06,0.59090388,0.58025936,0.51634245,0.14371979,0.50821826,0.0845532
414,0.00502919,0.00885188,0.36569234,0.00406775,0.52764097,0.55417314,0.53971657,0.0199679,0.50828608,0.13929444
415,0.00211812,0.00550957,0.25976104,0.00715792,0.51595383,0.54549374,0.54515282,0.00725678,0.50831589,0.19709279
416,0.00570292,0.00143886,0.20044805,2.01E-05,0.50306666,0.52979658,0.6461968,0.00257297,0.50833905,0.3430795
417,0.00042847,0.00145459,0.25069341,0.00481347,0.57007202,0.59431871,0.53850271,0.01096351,0.50836551,0.0394799
418,0.00323582,0.00221639,0.57318114,0.0043867,0.53255465,0.54045798,0.52403185,0.01323426,0.50837786,0.2211167
419,0.00670915,0.00148249,0.53584382,0.00952045,0.53742911,0.54114504,0.52108964,0.02705435,0.50841643,0.15151289
420,0.00134164,0.00021841,0.30979305,0.00021925,0.55508106,0.56243655,0.51771944,0.01990361,0.50845218,0.08208529
421,0.000285,0.00032279,0.49914658,0.0032975,0.54035545,0.5708133,0.55979264,0.23054943,0.50848683,0.03433665
422,4.42E-05,0,0.64614892,1.68E-05,0.50268834,0.50403684,0.51292686,0.01011544,0.50859187,0.00412153
423,1.94E-05,3.70E-05,0.43279283,0.00022026,0.55101276,0.57691085,0.52510494,0.52666416,0.50867184,0.00026926
424,0.00263092,0.00048905,0.40324301,0.00444352,0.51950041,0.54145395,0.53033351,0.03439609,0.50870911,0.14367501
425,0.00398516,0.00253123,0.29507147,0.00247052,0.51645133,0.51955115,0.52311244,0.00796728,0.50875783,0.19158291
426,0.00456583,0.00156304,0.59974397,0.00857704,0.52623843,0.54252032,0.52280357,0.01317012,0.50876461,0.18012277
427,0.0031098,0.07386952,0.59793045,0.46810637,0.52316093,0.53089333,0.52416354,0.03474615,0.50876559,0.28160285
428,0.01240528,0.01886278,0.4674632,0.0593877,0.51665204,0.53887474,0.56247024,0.0144091,0.50877548,0.17140328
429,0.00976369,0.00228888,0.24450608,0.00044942,0.50870432,0.51776677,0.52123733,0.00803515,0.50891529,0.15201898
430,0.00594624,0.00106056,0.40740346,0.00016728,0.52472087,0.53883109,0.53888252,0.01554519,0.50903114,0.16726044
431,0.00364684,0.01017525,0.41956475,0.00231544,0.57284451,0.56504644,0.54704871,0.00503696,0.50907046,0.15525285
432,0.00165669,0.00143477,0.47695754,0.0045393,0.54104778,0.58922307,0.54795351,0.02656247,0.50909051,0.27850595
433,0.00336572,0.00088576,0.46949008,0.00499045,0.51596823,0.52982054,0.50848873,0.02765027,0.50911529,0.11965155
434,0.0081167,0.00096415,0.38286751,0.00132488,0.54702495,0.55349424,0.52257729,0.01955553,0.50912207,0.16218174
435,0.00441751,0.0048811,0.48047792,0.00789032,0.51739306,0.53560258,0.52307947,0.00507953,0.50912656,0.13020692
436,0.00873905,0.00047997,0.19991466,7.34E-05,0.51503003,0.49402488,0.45987579,0.01087088,0.50914131,0.15727007
437,0.00358577,0.00179124,0.32451462,0.00964265,0.53296691,0.5478306,0.52923344,0.03893411,0.50914389,0.15233867
438,0.00028694,0.00051494,0.47653083,0.00055606,0.5063613,0.512095,0.53480547,0.0514921,0.50921414,0.07412054
439,0.00256404,0.00066977,0.3537444,0.00013316,0.51449899,0.53645296,0.5248102,0.03219479,0.50951702,0.14047841
440,0.00990716,0.00696672,0.55355238,0.02374953,0.53435095,0.55227328,0.52478066,0.01878438,0.50968662,0.16549969
441,0.0046647,0.00114248,0.20055473,0.00103291,0.53058344,0.54712689,0.54030475,0.00986421,0.5097144,0.26619057
442,0.00273174,0.00342378,0.46778323,0.02660295,0.50753726,0.51831301,0.51585934,0.01175633,0.50972688,0.10838253
443,0.00103434,0.00400242,0.56155323,0.00614726,0.53783541,0.54031175,0.53593696,0.07318098,0.50977676,0.19503603
444,0.0035722,0.00041524,0.48559846,0.00021297,0.51911021,0.54887347,0.52944608,0.02399413,0.50983189,0.13582193
445,0.01288319,0.2138729,0.4140175,0.43056648,0.61448283,0.58605931,0.51391371,0.02791527,0.50991035,0.20213557
446,0.00111868,0.00024041,0.63932153,3.47E-05,0.54922147,0.57815225,0.56254043,0.06250014,0.50994651,0.11305621
447,0.00149771,0.00509434,0.82696821,0.02553473,0.54626814,0.56396718,0.53570093,0.06700833,0.50997074,0.15629132
448,0.00073383,0.00213441,0.20919565,0.00364077,0.52410889,0.54245987,0.5319026,0.01544059,0.51005701,0.11197849
449,0.00374378,0.00169585,0.21484958,0.00141329,0.60742891,0.59674305,0.53738811,0.02354768,0.51011405,0.02360562
